{'reward_dist': -0.3329504489643752, 'reward_ctrl': -0.19475688626170531}
{'reward_dist': -0.24786750927597906, 'reward_ctrl': -0.021153121598019388}
{'reward_dist': -0.29566560022402072, 'reward_ctrl': -0.40759596402678089}
{'reward_dist': -0.32882882219659043, 'reward_ctrl': -0.98208718621436408}
{'reward_dist': -0.34755855397499036, 'reward_ctrl': -1.513829196031184}
{'reward_dist': -0.35897828290900591, 'reward_ctrl': -0.61882884189029475}
{'reward_dist': -0.36607430045046574, 'reward_ctrl': -1.0956305673385549}
{'reward_dist': -0.37000658532001784, 'reward_ctrl': -0.34230219245822691}
{'reward_dist': -0.37085428212443466, 'reward_ctrl': -0.06112308516017096}
{'reward_dist': -0.36598672941438004, 'reward_ctrl': -0.30166188185349807}
{'reward_dist': -0.35323871281896824, 'reward_ctrl': -0.13218258461276602}
{'reward_dist': -0.33437539867653254, 'reward_ctrl': -0.200686919882334}
{'reward_dist': -0.31053054060072649, 'reward_ctrl': -1.0484122726572671}
{'reward_dist': -0.27262207821283552, 'reward_ctrl': -1.7078902853687041}
{'reward_dist': -0.21967174321601521, 'reward_ctrl': -1.3978615509493557}
{'reward_dist': -0.14845497819062631, 'reward_ctrl': -0.7519612668936585}
{'reward_dist': -0.064297856944071252, 'reward_ctrl': -0.77631181123304172}
{'reward_dist': -0.048597842386103499, 'reward_ctrl': -0.87031162815801988}
{'reward_dist': -0.10590197372757028, 'reward_ctrl': -0.16915598561503012}
{'reward_dist': -0.16263146419701802, 'reward_ctrl': -0.74414321780247461}
{'reward_dist': -0.21242233932198279, 'reward_ctrl': -0.78648964833777246}
{'reward_dist': -0.25355927476303941, 'reward_ctrl': -1.060093482563339}
{'reward_dist': -0.29526538322784418, 'reward_ctrl': -0.38680762024315268}
{'reward_dist': -0.3360304216629233, 'reward_ctrl': -0.52177303541763576}
{'reward_dist': -0.3664152091042589, 'reward_ctrl': -0.11973214300544441}
{'reward_dist': -0.38506614304166431, 'reward_ctrl': -1.3718586622424014}
{'reward_dist': -0.39469891832213005, 'reward_ctrl': -1.0285952447449294}
{'reward_dist': -0.39828859869125899, 'reward_ctrl': -1.2099484969306276}
{'reward_dist': -0.39959766993753487, 'reward_ctrl': -0.38379221724206741}
{'reward_dist': -0.40031941407123078, 'reward_ctrl': -0.76768216151301061}
{'reward_dist': -0.39839205488874435, 'reward_ctrl': -0.88451028985799229}
{'reward_dist': -0.3935234141833629, 'reward_ctrl': -0.0089466303205440502}
{'reward_dist': -0.38730026201115414, 'reward_ctrl': -0.78350858108300747}
{'reward_dist': -0.38295025074465638, 'reward_ctrl': -0.54244595044924404}
{'reward_dist': -0.3800107972036455, 'reward_ctrl': -0.87477863073060202}
{'reward_dist': -0.37852605002666639, 'reward_ctrl': -1.104588889612518}
{'reward_dist': -0.37680787818785433, 'reward_ctrl': -0.87463229032460454}
{'reward_dist': -0.36912166955902087, 'reward_ctrl': -0.63855811381230787}
{'reward_dist': -0.35404268129785499, 'reward_ctrl': -0.27554809937596009}
{'reward_dist': -0.33203213176889734, 'reward_ctrl': -0.62234387971600125}
{'reward_dist': -0.30365277960074738, 'reward_ctrl': -1.6542986052139983}
{'reward_dist': -0.27805985593056631, 'reward_ctrl': -0.31271911932312196}
{'reward_dist': -0.25676311708719302, 'reward_ctrl': -0.2503073072790582}
{'reward_dist': -0.061541501432326083, 'reward_ctrl': -0.92449655586646207}
{'reward_dist': -0.056432518943446391, 'reward_ctrl': -0.093750020253411975}
{'reward_dist': -0.04511178793377351, 'reward_ctrl': -0.5576100367942094}
{'reward_dist': -0.038274819055285868, 'reward_ctrl': -0.91336837075132271}
{'reward_dist': -0.039783490313104755, 'reward_ctrl': -0.92369012550753116}
{'reward_dist': -0.052013510222438504, 'reward_ctrl': -0.14052083360100268}
{'reward_dist': -0.071768694430688978, 'reward_ctrl': -0.73951184285221849}
{'reward_dist': -0.090491270743032468, 'reward_ctrl': -0.93162632403045009}
{'reward_dist': -0.10092149583567897, 'reward_ctrl': -0.43948740055754248}
{'reward_dist': -0.098481891158205589, 'reward_ctrl': -0.24345286200246211}
{'reward_dist': -0.094572044667298211, 'reward_ctrl': -0.99842482472883209}
{'reward_dist': -0.09098713186641201, 'reward_ctrl': -0.78420084015907754}
{'reward_dist': -0.080283287715957746, 'reward_ctrl': -1.0883227333898489}
{'reward_dist': -0.064697845313532454, 'reward_ctrl': -0.8376161814121299}
{'reward_dist': -0.04688939320141014, 'reward_ctrl': -0.83170272930570455}
{'reward_dist': -0.031466936810226553, 'reward_ctrl': -0.63556325846988659}
{'reward_dist': -0.023539689407000665, 'reward_ctrl': -0.2833155617016041}
{'reward_dist': -0.026418687495595908, 'reward_ctrl': -0.39092265229499473}
{'reward_dist': -0.02967342710728664, 'reward_ctrl': -1.500791013629351}
{'reward_dist': -0.030168258291331691, 'reward_ctrl': -0.35657106469233724}
{'reward_dist': -0.030367354428510889, 'reward_ctrl': -0.45466767149441772}
{'reward_dist': -0.031989317116737012, 'reward_ctrl': -1.0199500406801993}
{'reward_dist': -0.036581136006664315, 'reward_ctrl': -0.58744842168661038}
{'reward_dist': -0.042786315048743875, 'reward_ctrl': -0.25029271256028096}
{'reward_dist': -0.045710864536088247, 'reward_ctrl': -0.064976085703633502}
{'reward_dist': -0.047902613737287013, 'reward_ctrl': -0.83067508626866615}
{'reward_dist': -0.04547900168764768, 'reward_ctrl': -1.1302834400800401}
{'reward_dist': -0.042032396925468431, 'reward_ctrl': -0.88111236462983278}
{'reward_dist': -0.037669948083947725, 'reward_ctrl': -0.41838766905728658}
{'reward_dist': -0.032794034925758907, 'reward_ctrl': -0.59701959397193505}
{'reward_dist': -0.033408904114680199, 'reward_ctrl': -1.4810347670488038}
{'reward_dist': -0.032231361723445213, 'reward_ctrl': -0.29151213907206419}
{'reward_dist': -0.028925901658971361, 'reward_ctrl': -0.89837741310252706}
{'reward_dist': -0.026118505778432492, 'reward_ctrl': -0.73253367361068999}
{'reward_dist': -0.02361167546178607, 'reward_ctrl': -0.55844175648887362}
{'reward_dist': -0.021523308556268102, 'reward_ctrl': -1.0322757835569183}
{'reward_dist': -0.02704632455054206, 'reward_ctrl': -0.12499790858863188}
{'reward_dist': -0.038732252797874893, 'reward_ctrl': -0.14591475716151667}
{'reward_dist': -0.047812887482881018, 'reward_ctrl': -0.099314162225637326}
{'reward_dist': -0.052170309999674924, 'reward_ctrl': -0.90362443079317134}
{'reward_dist': -0.061988434224189141, 'reward_ctrl': -0.38365596770553234}
{'reward_dist': -0.080886250827609571, 'reward_ctrl': -0.33591964242555178}
{'reward_dist': -0.1039721875360253, 'reward_ctrl': -0.44617777443511591}
{'reward_dist': -0.13195893833477371, 'reward_ctrl': -0.51607192320894135}
{'reward_dist': -0.16618952394051936, 'reward_ctrl': -1.0497347432619977}
{'reward_dist': -0.19915602562846418, 'reward_ctrl': -0.014511383044783974}
{'reward_dist': -0.22475988507602099, 'reward_ctrl': -0.029075286416611831}
{'reward_dist': -0.24554817641795543, 'reward_ctrl': -0.058741201953239758}
{'reward_dist': -0.2632512125177181, 'reward_ctrl': -0.6034000136255927}
{'reward_dist': -0.2804100382944002, 'reward_ctrl': -0.066626850180289812}
{'reward_dist': -0.023705559052304023, 'reward_ctrl': -0.47866532360944081}
{'reward_dist': -0.020649972520523929, 'reward_ctrl': -1.1096060395556413}
{'reward_dist': -0.021270913202287089, 'reward_ctrl': -1.2663092886444745}
{'reward_dist': -0.020758838320361656, 'reward_ctrl': -0.68683047301522271}
{'reward_dist': -0.018685679326085655, 'reward_ctrl': -1.0116691180044772}
{'reward_dist': -0.03004908031021589, 'reward_ctrl': -1.4250047024799386}
{'reward_dist': -0.047433580337992214, 'reward_ctrl': -1.5748735225245347}
{'reward_dist': -0.057546924486749154, 'reward_ctrl': -0.54613590036824256}
{'reward_dist': -0.057505429603051259, 'reward_ctrl': -0.16920686493018078}
{'reward_dist': -0.056762674165857833, 'reward_ctrl': -0.40247746060018785}
{'reward_dist': -0.061139218125592171, 'reward_ctrl': -0.10019773878238961}
{'reward_dist': -0.068460494693123083, 'reward_ctrl': -0.64462847594184047}
{'reward_dist': -0.078171913067817483, 'reward_ctrl': -0.43929835991669691}
{'reward_dist': -0.087244698491019179, 'reward_ctrl': -1.0552513378067663}
{'reward_dist': -0.10103174240631208, 'reward_ctrl': -0.61900622425209084}
{'reward_dist': -0.12280947381601164, 'reward_ctrl': -1.4857917331485526}
{'reward_dist': -0.15086760605499566, 'reward_ctrl': -0.75231463681567701}
{'reward_dist': -0.18395530469383051, 'reward_ctrl': -0.41204100265882737}
{'reward_dist': -0.1919228834615537, 'reward_ctrl': -0.65029915086007417}
{'reward_dist': -0.18652628441215197, 'reward_ctrl': -0.50932009065294503}
{'reward_dist': -0.18340147238064386, 'reward_ctrl': -0.81461972792431891}
{'reward_dist': -0.18479619505987194, 'reward_ctrl': -0.91282100287771684}
{'reward_dist': -0.1884870369554798, 'reward_ctrl': -0.18703035002823087}
{'reward_dist': -0.19307864051473431, 'reward_ctrl': -0.29880346068137797}
{'reward_dist': -0.1978660590274112, 'reward_ctrl': -0.60492164683290373}
{'reward_dist': -0.20568657479192978, 'reward_ctrl': -1.2168737097807814}
{'reward_dist': -0.21964650968193475, 'reward_ctrl': -0.63099872666367562}
{'reward_dist': -0.23478716367844199, 'reward_ctrl': -0.50559823196105291}
{'reward_dist': -0.24480705259403579, 'reward_ctrl': -0.0035573494419825526}
{'reward_dist': -0.25218434471211837, 'reward_ctrl': -1.1068276273179376}
{'reward_dist': -0.26470734131465412, 'reward_ctrl': -0.37377916758650798}
{'reward_dist': -0.28193788974811473, 'reward_ctrl': -0.61047514347168763}
{'reward_dist': -0.29597601090321551, 'reward_ctrl': -0.26094939248845855}
{'reward_dist': -0.30429380972955905, 'reward_ctrl': -0.21249620275886547}
{'reward_dist': -0.31093851753925938, 'reward_ctrl': -1.3175040059928045}
{'reward_dist': -0.31851447144704692, 'reward_ctrl': -0.63916061658161394}
{'reward_dist': -0.32333403585231407, 'reward_ctrl': -0.77160859297026807}
{'reward_dist': -0.32905002462210903, 'reward_ctrl': -1.3658417626398736}
{'reward_dist': -0.33868226259120621, 'reward_ctrl': -0.18085786385721017}
{'reward_dist': -0.34785907246934145, 'reward_ctrl': -0.18656359684808949}
{'reward_dist': -0.35446940824377909, 'reward_ctrl': -1.0841319715418791}
{'reward_dist': -0.3642850310701426, 'reward_ctrl': -0.2146051458037975}
{'reward_dist': -0.37825407288208374, 'reward_ctrl': -0.71357749723002972}
{'reward_dist': -0.39217489354465995, 'reward_ctrl': -1.0051769440200711}
{'reward_dist': -0.40373298790201262, 'reward_ctrl': -0.62181384200496226}
{'reward_dist': -0.40672709771090848, 'reward_ctrl': -1.0774654115340128}
{'reward_dist': -0.40096731333579128, 'reward_ctrl': -0.29272346867856086}
{'reward_dist': -0.39172844154165581, 'reward_ctrl': -0.871854902032972}
{'reward_dist': -0.38074787438599095, 'reward_ctrl': -0.76971109150720063}
{'reward_dist': -0.36570281654799514, 'reward_ctrl': -0.42004671692222206}
{'reward_dist': -0.13582393671136805, 'reward_ctrl': -0.9946573080581852}
{'reward_dist': -0.13830872190095198, 'reward_ctrl': -0.17667779576164658}
{'reward_dist': -0.14184950605177041, 'reward_ctrl': -1.407979850696585}
{'reward_dist': -0.14799827840639124, 'reward_ctrl': -0.88272925941123825}
{'reward_dist': -0.16120105122290954, 'reward_ctrl': -1.1270779792932988}
{'reward_dist': -0.17779413369640271, 'reward_ctrl': -0.64341729401510961}
{'reward_dist': -0.19602558285054456, 'reward_ctrl': -0.1880476580993731}
{'reward_dist': -0.21814427519854174, 'reward_ctrl': -0.94920261427340757}
{'reward_dist': -0.24866160387338149, 'reward_ctrl': -0.26324860794896865}
{'reward_dist': -0.28380611764617397, 'reward_ctrl': -0.2879497221752913}
{'reward_dist': -0.31320869433941917, 'reward_ctrl': -0.33721513248543439}
{'reward_dist': -0.33823643825124122, 'reward_ctrl': -0.88273108986790982}
{'reward_dist': -0.35846821079378582, 'reward_ctrl': -0.79512820908108184}
{'reward_dist': -0.3710960827344717, 'reward_ctrl': -0.39638915948096143}
{'reward_dist': -0.38034168500472015, 'reward_ctrl': -1.5328398264314009}
{'reward_dist': -0.38666125096664489, 'reward_ctrl': -0.74943302216293262}
{'reward_dist': -0.39052374643504534, 'reward_ctrl': -1.6526351367759304}
{'reward_dist': -0.39179894095069345, 'reward_ctrl': -0.28253482995658524}
{'reward_dist': -0.39015148420923229, 'reward_ctrl': -0.46164213741642435}
{'reward_dist': -0.38852960622516208, 'reward_ctrl': -0.55830338218595355}
{'reward_dist': -0.38899290786854468, 'reward_ctrl': -0.6475300502714072}
{'reward_dist': -0.39066299568162316, 'reward_ctrl': -0.27132250126225121}
{'reward_dist': -0.39093368045843896, 'reward_ctrl': -0.92480094082896269}
{'reward_dist': -0.38975668598408342, 'reward_ctrl': -0.59169844811226224}
{'reward_dist': -0.38704744476871755, 'reward_ctrl': -0.88305206570893624}
{'reward_dist': -0.38602973899152204, 'reward_ctrl': -1.1664075251996795}
{'reward_dist': -0.38285212113627026, 'reward_ctrl': -0.23897780153975162}
{'reward_dist': -0.37274090516894387, 'reward_ctrl': -0.70481430365329456}
{'reward_dist': -0.35808548181737926, 'reward_ctrl': -0.48269883817181414}
{'reward_dist': -0.34206236032227433, 'reward_ctrl': -0.19862625987794028}
{'reward_dist': -0.32719935827990942, 'reward_ctrl': -0.19449467222247097}
{'reward_dist': -0.31438378759262325, 'reward_ctrl': -1.9339678376893525}
{'reward_dist': -0.29370618941830745, 'reward_ctrl': -0.6950893443996019}
{'reward_dist': -0.259717309285455, 'reward_ctrl': -1.6729558632764476}
{'reward_dist': -0.22115916108677985, 'reward_ctrl': -0.99987178353965767}
{'reward_dist': -0.18380069734651991, 'reward_ctrl': -1.7776266563223153}
{'reward_dist': -0.14950057554485144, 'reward_ctrl': -0.59119995702715633}
{'reward_dist': -0.11741883761675914, 'reward_ctrl': -0.75852656343003411}
{'reward_dist': -0.1053532482532713, 'reward_ctrl': -1.1244190675441208}
{'reward_dist': -0.11839811386192742, 'reward_ctrl': -0.079509746098338413}
{'reward_dist': -0.13978805060336943, 'reward_ctrl': -0.34308553371822603}
{'reward_dist': -0.16106777814498979, 'reward_ctrl': -1.3892646195079659}
{'reward_dist': -0.17877345390660762, 'reward_ctrl': -0.57701197000712579}
{'reward_dist': -0.19358831579936278, 'reward_ctrl': -0.99711097074949961}
{'reward_dist': -0.20868568378137026, 'reward_ctrl': -0.68563191466798101}
{'reward_dist': -0.22456539668989561, 'reward_ctrl': -0.66175878922853604}
{'reward_dist': -0.23897464870905757, 'reward_ctrl': -0.85286559520447058}
{'reward_dist': -0.25177933630093541, 'reward_ctrl': -0.90748667085867862}
{'reward_dist': -0.26627998644753398, 'reward_ctrl': -1.8054834817296705}
{'reward_dist': -0.28629123258412675, 'reward_ctrl': -0.063952812081576799}
{'reward_dist': -0.14127285790185279, 'reward_ctrl': -0.90371123876626025}
{'reward_dist': -0.14152305160627343, 'reward_ctrl': -0.64992150031267415}
{'reward_dist': -0.1411075185698106, 'reward_ctrl': -1.2625763578290434}
{'reward_dist': -0.1465731733272401, 'reward_ctrl': -0.75460864627260582}
{'reward_dist': -0.15625692704932354, 'reward_ctrl': -0.018293308449036365}
{'reward_dist': -0.16276545544589321, 'reward_ctrl': -0.3766761695881094}
{'reward_dist': -0.16455621010597976, 'reward_ctrl': -0.53336438295365973}
{'reward_dist': -0.15935684671624978, 'reward_ctrl': -0.23880340715865675}
{'reward_dist': -0.14938561010639373, 'reward_ctrl': -0.86625168195765345}
{'reward_dist': -0.13593820854736674, 'reward_ctrl': -1.060441360917814}
{'reward_dist': -0.12689300952780266, 'reward_ctrl': -0.50613630172096091}
{'reward_dist': -0.12637989011551198, 'reward_ctrl': -1.4620083508579913}
{'reward_dist': -0.13153192055383575, 'reward_ctrl': -1.0604599482387373}
{'reward_dist': -0.14392342736174737, 'reward_ctrl': -0.99484592915548553}
{'reward_dist': -0.166147569316551, 'reward_ctrl': -0.58115807979354683}
{'reward_dist': -0.18961446053900477, 'reward_ctrl': -1.3543760461509011}
{'reward_dist': -0.2014141368356088, 'reward_ctrl': -0.94719494442484864}
{'reward_dist': -0.21030016466052665, 'reward_ctrl': -0.26869752987916429}
{'reward_dist': -0.22339702502366696, 'reward_ctrl': -1.0111341424492308}
{'reward_dist': -0.2416438056088433, 'reward_ctrl': -0.45657382001016988}
{'reward_dist': -0.26289182576179337, 'reward_ctrl': -0.66051786751011865}
{'reward_dist': -0.27778010736541736, 'reward_ctrl': -0.44589895893662629}
{'reward_dist': -0.28616997558519058, 'reward_ctrl': -0.67461055237615741}
{'reward_dist': -0.28897745144701309, 'reward_ctrl': -0.19970230256470434}
{'reward_dist': -0.2866763752073519, 'reward_ctrl': -0.26054413156377909}
{'reward_dist': -0.28194656113757499, 'reward_ctrl': -0.97591800359141834}
{'reward_dist': -0.27283446362861891, 'reward_ctrl': -0.50434937326340568}
{'reward_dist': -0.25669412370192563, 'reward_ctrl': -1.1907839563088238}
{'reward_dist': -0.24072906007324088, 'reward_ctrl': -0.56182204072844277}
{'reward_dist': -0.22745351179095716, 'reward_ctrl': -0.69909735901326797}
{'reward_dist': -0.20913384274535624, 'reward_ctrl': -0.72547360563701901}
{'reward_dist': -0.18845571658633203, 'reward_ctrl': -0.63877825393233034}
{'reward_dist': -0.16965595756137497, 'reward_ctrl': -1.5575246184825382}
{'reward_dist': -0.14604006566643596, 'reward_ctrl': -0.049447572654290034}
{'reward_dist': -0.11818815477386559, 'reward_ctrl': -1.0741194409382384}
{'reward_dist': -0.096735516255483545, 'reward_ctrl': -0.21117159825935422}
{'reward_dist': -0.079731743670034827, 'reward_ctrl': -0.031836542362503696}
{'reward_dist': -0.064297691541087554, 'reward_ctrl': -1.092215025560872}
{'reward_dist': -0.061053418730916034, 'reward_ctrl': -0.27202095277823624}
{'reward_dist': -0.065743594122927448, 'reward_ctrl': -1.3220678963682193}
{'reward_dist': -0.070309216854581233, 'reward_ctrl': -0.91791189329281619}
{'reward_dist': -0.079284182366645486, 'reward_ctrl': -0.13214149826751892}
{'reward_dist': -0.092542009988654694, 'reward_ctrl': -0.43267697783669645}
{'reward_dist': -0.10323904835743582, 'reward_ctrl': -0.26062571892985292}
{'reward_dist': -0.11363130383044288, 'reward_ctrl': -1.271002116588867}
{'reward_dist': -0.12904502342056742, 'reward_ctrl': -1.0769724839419967}
{'reward_dist': -0.14462512395646121, 'reward_ctrl': -0.26819670329383849}
{'reward_dist': -0.14537520939019852, 'reward_ctrl': -0.072318992092485837}
{'reward_dist': -0.14403869719833434, 'reward_ctrl': -0.29514858417518403}
{'reward_dist': -0.14194370401671649, 'reward_ctrl': -0.96428979312023544}
{'reward_dist': -0.062474477092886838, 'reward_ctrl': -0.92875547202188502}
{'reward_dist': -0.063155935810931665, 'reward_ctrl': -1.1222941065478518}
